ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2020-07-21,107.88113917775682,82.97536128985182,133.78964060858416,82.2470843209057,133.97479364090543,0.5214944553396517,0.5214944553396517,0.5214944553396517,0.2399520080859619,0.2399520080859619,0.2399520080859619,0.28154244725368965,0.28154244725368965,0.28154244725368965,0.0,0.0,0.0,108.40263363309647
2020-07-22,107.90590818681645,82.77151344675434,134.74749709379472,82.12453059251601,134.36132731692976,0.4936416338924727,0.4936416338924727,0.4936416338924727,0.21359972206301106,0.21359972206301106,0.21359972206301106,0.28004191182946164,0.28004191182946164,0.28004191182946164,0.0,0.0,0.0,108.39954982070891
2020-07-23,107.93067719587604,82.53102507226997,135.06698500138768,81.99261494573923,134.5400650872399,0.4878566559137762,0.4878566559137762,0.4878566559137762,0.2165050743536578,0.2165050743536578,0.2165050743536578,0.2713515815601184,0.2713515815601184,0.2713515815601184,0.0,0.0,0.0,108.41853385178982
2020-07-24,107.95544620493567,81.77787967349052,135.35458139349504,81.81184932242452,134.6519698599514,0.4378630421854819,0.4378630421854819,0.4378630421854819,0.1818655877643019,0.1818655877643019,0.1818655877643019,0.25599745442118,0.25599745442118,0.25599745442118,0.0,0.0,0.0,108.39330924712115
2020-07-25,107.9802152139953,81.80813730401304,135.34011192444828,81.67887076184931,134.87809804435093,0.7120558704619084,0.7120558704619084,0.7120558704619084,0.4774767628209798,0.4774767628209798,0.4774767628209798,0.23457910764092862,0.23457910764092862,0.23457910764092862,0.0,0.0,0.0,108.6922710844572
2020-07-26,108.00498422305489,80.45773424763976,134.38069427234169,81.4782803797718,135.18546365866936,-1.251659901013757,-1.251659901013757,-1.251659901013757,-1.45940911665645,-1.45940911665645,-1.45940911665645,0.20774921564269302,0.20774921564269302,0.20774921564269302,0.0,0.0,0.0,106.75332432204114
2020-07-27,108.02975323211452,80.75076294496294,136.0653629647287,81.27768999769411,135.3802425190538,0.30620286928033835,0.30620286928033835,0.30620286928033835,0.130009961575391,0.130009961575391,0.130009961575391,0.17619290770494736,0.17619290770494736,0.17619290770494736,0.0,0.0,0.0,108.33595610139486
2020-07-28,108.05452224117414,81.21651855981511,135.92307805663873,81.07709961561649,135.57508470544457,0.3805596116802349,0.3805596116802349,0.3805596116802349,0.23995200808282252,0.23995200808282252,0.23995200808282252,0.1406076035974124,0.1406076035974124,0.1406076035974124,0.0,0.0,0.0,108.43508185285438
2020-07-29,108.07929125023377,81.38083865007248,136.5390603702663,80.87650923353878,135.79312585469992,0.3152836537226754,0.3152836537226754,0.3152836537226754,0.21359972205789732,0.21359972205789732,0.21359972205789732,0.1016839316647781,0.1016839316647781,0.1016839316647781,0.0,0.0,0.0,108.39457490395644
2020-07-30,108.10406025929336,81.11310311054132,136.43556154255458,80.68376398395259,136.1352201831062,0.2765933564437032,0.2765933564437032,0.2765933564437032,0.21650507435117686,0.21650507435117686,0.21650507435117686,0.06008828209252631,0.06008828209252631,0.06008828209252631,0.0,0.0,0.0,108.38065361573706
2020-07-31,108.12882926835299,81.76474932004574,136.0716344773237,80.49563146289626,136.39552221921898,0.19831306801147466,0.19831306801147466,0.19831306801147466,0.18186558776380415,0.18186558776380415,0.18186558776380415,0.01644748024767048,0.01644748024767048,0.01644748024767048,0.0,0.0,0.0,108.32714233636446
2020-08-01,108.15359827741258,80.71142422722382,137.3524697766179,80.36265768939961,136.6482666188235,0.4488127461450285,0.4488127461450285,0.4488127461450285,0.47747676282041907,0.47747676282041907,0.47747676282041907,-0.02866401667539056,-0.02866401667539056,-0.02866401667539056,0.0,0.0,0.0,108.60241102355761
2020-08-02,108.17836728647221,78.9461565439913,135.42254216378362,80.25937402686247,136.79176681642377,-1.5341432059127527,-1.5341432059127527,-1.5341432059127527,-1.4594091166559702,-1.4594091166559702,-1.4594091166559702,-0.07473408925678235,-0.07473408925678235,-0.07473408925678235,0.0,0.0,0.0,106.64422408055945
2020-08-03,108.20313629553183,80.24363178405805,137.0182057879207,80.18104005437819,137.1524113790741,0.008690079403778209,0.008690079403778209,0.008690079403778209,0.1300099615778237,0.1300099615778237,0.1300099615778237,-0.12131988217404552,-0.12131988217404552,-0.12131988217404552,0.0,0.0,0.0,108.21182637493561
2020-08-04,108.22790530459143,79.92314448369318,137.19600050259186,80.2222814737457,137.41816617798622,0.07190042455631324,0.07190042455631324,0.07190042455631324,0.23995200808370173,0.23995200808370173,0.23995200808370173,-0.1680515835273885,-0.1680515835273885,-0.1680515835273885,0.0,0.0,0.0,108.29980572914775
2020-08-05,108.25267431365106,79.97138484399635,137.37951434112156,80.1203073365958,137.646743837749,-0.0010333387617531395,-0.0010333387617531395,-0.0010333387617531395,0.21359972206042377,0.21359972206042377,0.21359972206042377,-0.2146330608221769,-0.2146330608221769,-0.2146330608221769,0.0,0.0,0.0,108.2516409748893
2020-08-06,108.27744332271068,79.90786300851917,137.3136343220547,79.9012496924461,137.87532149751183,-0.044334388474041565,-0.044334388474041565,-0.044334388474041565,0.2165050743523319,0.2165050743523319,0.2165050743523319,-0.2608394628263735,-0.2608394628263735,-0.2608394628263735,0.0,0.0,0.0,108.23310893423664
2020-08-07,108.3022123317703,79.40218013904997,137.98822836568496,79.79016095908754,138.0972379245513,-0.12464640922785425,-0.12464640922785425,-0.12464640922785425,0.18186558776330644,0.18186558776330644,0.18186558776330644,-0.3065119969911607,-0.3065119969911607,-0.3065119969911607,0.0,0.0,0.0,108.17756592254246
2020-08-08,108.3269813408299,78.98294950219548,138.28857381428105,79.69323127414286,138.30941524296708,0.12592657841451715,0.12592657841451715,0.12592657841451715,0.477476762818572,0.477476762818572,0.477476762818572,-0.35155018440405483,-0.35155018440405483,-0.35155018440405483,0.0,0.0,0.0,108.45290791924442
2020-08-09,108.35175034988953,77.82482161917314,136.61408401711395,79.56518485577477,138.5410523501833,-1.8553110921552765,-1.8553110921552765,-1.8553110921552765,-1.4594091166556398,-1.4594091166556398,-1.4594091166556398,-0.39590197549963685,-0.39590197549963685,-0.39590197549963685,0.0,0.0,0.0,106.49643925773425
2020-08-10,108.37651935894912,78.8392030216758,138.68137283562496,79.39267012208182,138.88114125503063,-0.30954221594511294,-0.30954221594511294,-0.30954221594511294,0.1300099615802564,0.1300099615802564,0.1300099615802564,-0.43955217752536935,-0.43955217752536935,-0.43955217752536935,0.0,0.0,0.0,108.06697714300401
2020-08-11,108.40128836800875,78.74775749902331,138.48561856091027,79.34879073189673,139.19233989589804,-0.24255768891457283,-0.24255768891457283,-0.24255768891457283,0.239952008084581,0.239952008084581,0.239952008084581,-0.4825096969991538,-0.4825096969991538,-0.4825096969991538,0.0,0.0,0.0,108.15873067909418
2020-08-12,108.42605737706837,78.8045184500458,138.91239597942726,79.2488682267662,139.4444700185566,-0.31119441350944194,-0.31119441350944194,-0.31119441350944194,0.21359972205913014,0.21359972205913014,0.21359972205913014,-0.524794135568572,-0.524794135568572,-0.524794135568572,0.0,0.0,0.0,108.11486296355893
2020-08-13,108.45082638612797,78.09560755199747,139.0294352998071,79.16603961609343,139.54171569232378,-0.34991722041335466,-0.34991722041335466,-0.34991722041335466,0.2165050743516841,0.2165050743516841,0.2165050743516841,-0.5664222947650388,-0.5664222947650388,-0.5664222947650388,0.0,0.0,0.0,108.10090916571461
2020-08-14,108.4755953951876,78.36288604425567,138.96015688229278,79.13860840465448,139.63622654531227,-0.42552955594848185,-0.42552955594848185,-0.42552955594848185,0.1818655877648567,0.1818655877648567,0.1818655877648567,-0.6073951437133386,-0.6073951437133386,-0.6073951437133386,0.0,0.0,0.0,108.05006583923911
2020-08-15,108.50036440424722,78.21345950289394,139.9472397552266,78.986910504016,139.89276798357355,-0.17020902120821646,-0.17020902120821646,-0.17020902120821646,0.4774767628192978,0.4774767628192978,0.4774767628192978,-0.6476857840275142,-0.6476857840275142,-0.6476857840275142,0.0,0.0,0.0,108.330155383039
2020-08-16,108.52513341330685,75.9673369936579,138.4888242881606,78.89699036464333,140.13378300272925,-2.14663802526342,-2.14663802526342,-2.14663802526342,-1.4594091166561363,-1.4594091166561363,-1.4594091166561363,-0.6872289086072835,-0.6872289086072835,-0.6872289086072835,0.0,0.0,0.0,106.37849538804343
2020-08-17,108.54990242236644,77.58697033380946,140.37388739936588,78.7546751394465,140.36279838602587,-0.5959022355210005,-0.5959022355210005,-0.5959022355210005,0.13000996157862546,0.13000996157862546,0.13000996157862546,-0.725912197099626,-0.725912197099626,-0.725912197099626,0.0,0.0,0.0,107.95400018684545
