Date,Price,Open,High,Low,Vol.,Change %
4-Nov-19,100.44,100.05,100.36,99.83,21.07M,0.25%
1-Nov-19,100.3,100.27,100.39,99.96,24.83M,-0.09%
31-Oct-19,100.05,99.91,100.22,99.54,29.36M,0.17%
30-Oct-19,100.14,100.09,100.47,99.6,32.36M,0.02%
29-Oct-19,99.97,100.17,100.18,99.77,16.22M,-0.23%
28-Oct-19,99.95,100.55,100.55,99.81,19.71M,-0.37%
25-Oct-19,100.18,100.17,100.55,99.9,21.83M,0.38%
24-Oct-19,100.55,100.2,100.24,99.59,30.13M,-0.03%
23-Oct-19,100.17,100.04,100.28,99.85,26.39M,0.17%
22-Oct-19,100.2,99.8,100.07,99.62,29.56M,0.23%
21-Oct-19,100.03,99.89,100.01,99.48,39.00M,-0.09%
18-Oct-19,99.8,99.74,100.03,99.47,27.07M,0.15%
17-Oct-19,99.89,99.53,99.85,99.3,29.54M,0.08%
16-Oct-19,99.74,99.5,99.66,99.12,25.61M,-0.10%
15-Oct-19,99.66,99.42,99.76,99.2,35.33M,1.02%
14-Oct-19,99.76,99.31,99.39,98.75,28.50M,-0.69%
9-Oct-19,98.75,98.97,99.74,98.97,26.67M,0.47%
8-Oct-19,99.44,98.6,99.08,98.57,24.17M,0.38%
7-Oct-19,98.97,98.69,99.15,98.49,25.60M,-0.08%
4-Oct-19,98.6,99.01,99.01,98.62,29.23M,-0.46%
3-Oct-19,98.68,99.25,99.55,99.08,25.44M,-0.27%
2-Oct-19,99.14,100.16,100.16,99.1,42.43M,0.02%
1-Oct-19,99.41,100.05,100.2,99.38,36.07M,0.00%
30-Sep-19,99.39,100.05,100.2,99.38,36.07M,-0.67%
27-Sep-19,99.39,100.36,100.67,99.89,31.88M,-0.27%
26-Sep-19,100.06,101.02,101.11,100.2,38.25M,-0.94%
25-Sep-19,100.33,101.19,101.37,100.89,28.79M,0.09%
24-Sep-19,101.28,101.45,101.76,101.18,27.55M,-0.89%
23-Sep-19,101.19,101.46,102.1,101.33,54.89M,0.50%
20-Sep-19,102.1,101.8,102.03,101.31,22.60M,-0.21%
19-Sep-19,101.59,101.42,102.19,101.42,33.39M,0.25%
18-Sep-19,101.8,102.59,102.71,101.54,31.25M,-1.14%
17-Sep-19,101.55,102.38,103.02,102.28,40.05M,0.46%
16-Sep-19,102.72,102.38,102.73,102.23,27.37M,-0.04%
12-Sep-19,102.25,101.96,102.45,101.89,31.38M,0.45%
11-Sep-19,102.29,101.28,101.9,101.26,31.19M,0.54%
10-Sep-19,101.83,101.31,101.5,101.12,21.94M,-0.03%
9-Sep-19,101.28,101.25,101.46,101.01,28.49M,0.06%
6-Sep-19,101.31,101.05,101.47,101.01,34.07M,0.21%
5-Sep-19,101.25,100.92,101.51,100.77,42.36M,0.12%
4-Sep-19,101.04,101.08,101.37,100.91,43.22M,-0.16%
3-Sep-19,100.92,100.56,101.08,100.45,38.01M,0.52%
2-Sep-19,101.08,100.09,100.58,100.09,28.89M,0.61%
30-Aug-19,100.56,100.07,100.22,99.64,29.92M,-0.38%
29-Aug-19,99.95,99.67,100.33,99.47,32.82M,0.66%
28-Aug-19,100.33,100.08,100.37,99.67,55.47M,-0.44%
27-Aug-19,99.67,100.22,100.39,99.64,35.19M,-0.50%
26-Aug-19,100.11,100.91,100.92,100.22,36.74M,-0.29%
23-Aug-19,100.61,101.03,101.09,100.51,33.73M,-0.13%
22-Aug-19,100.9,100.99,101.2,100.84,26.43M,0.04%
21-Aug-19,101.03,101.18,101.48,100.84,29.54M,-0.19%
20-Aug-19,100.99,101.41,101.77,101.08,31.88M,-0.25%
19-Aug-19,101.18,101.02,101.87,101.02,37.53M,0.28%
16-Aug-19,101.43,101.87,101.87,101.05,36.30M,-0.71%
15-Aug-19,101.15,102.02,102.74,101.83,35.05M,-0.74%
14-Aug-19,101.87,103.13,103.26,102.61,28.52M,-0.48%
13-Aug-19,102.63,103.19,103.55,102.95,29.51M,-0.32%
12-Aug-19,103.13,102.87,103.66,102.87,29.20M,0.00%
9-Aug-19,103.46,102.87,103.66,102.87,29.20M,0.57%
8-Aug-19,103.46,102.88,103.34,102.78,37.94M,-0.26%
7-Aug-19,102.87,102.83,103.33,101.93,33.38M,-0.21%
6-Aug-19,103.14,103.91,103.91,103.25,36.50M,-0.66%
5-Aug-19,103.36,104.4,104.52,103.52,41.77M,-0.70%
2-Aug-19,104.05,105.4,105.4,104.75,35.61M,-0.71%
1-Aug-19,104.78,105.81,106.01,105.5,27.19M,-0.26%
31-Jul-19,105.53,106.25,106.25,105.78,31.83M,-0.41%
30-Jul-19,105.81,106.13,106.48,106.13,28.12M,0.03%
29-Jul-19,106.25,105.88,106.22,105.62,34.22M,0.44%
26-Jul-19,106.22,105.46,106.22,105.43,45.90M,-2.21%
25-Jul-19,105.75,108.41,108.61,107.88,48.87M,-0.13%
24-Jul-19,108.14,108.37,108.73,108.2,35.49M,-0.08%
23-Jul-19,108.28,108.35,108.88,108.34,47.74M,0.06%
22-Jul-19,108.37,107.52,108.53,107.52,44.66M,0.73%
19-Jul-19,108.3,107.92,108.06,107.43,33.90M,-0.39%
18-Jul-19,107.51,107.76,108.07,107.32,55.08M,0.17%
17-Jul-19,107.93,107.17,107.75,107.08,37.09M,0.29%
16-Jul-19,107.75,107.7,108.11,107.37,25.77M,-0.25%
15-Jul-19,107.44,107.71,107.88,107.32,19.58M,-0.05%
12-Jul-19,107.71,107.93,108.19,107.74,23.53M,-0.20%
11-Jul-19,107.76,107.44,108.11,107.43,22.35M,0.45%
10-Jul-19,107.98,107.78,107.89,107.28,25.60M,-0.26%
9-Jul-19,107.5,107.69,107.78,107.24,22.00M,0.06%
8-Jul-19,107.78,107.22,107.93,107.22,16.62M,0.21%
5-Jul-19,107.71,107.6,107.86,107.22,21.39M,-0.11%
4-Jul-19,107.48,107.57,108.12,107.3,25.70M,0.03%
3-Jul-19,107.6,108.11,108.24,107.57,27.22M,-0.61%
2-Jul-19,107.57,108.34,108.7,107.95,25.00M,-0.45%
1-Jul-19,108.23,109.18,109.18,108.67,24.77M,-0.07%
28-Jun-19,108.72,108.82,109.24,108.75,37.93M,-0.02%
27-Jun-19,108.8,109.13,109.13,108.74,17.60M,-0.29%
26-Jun-19,108.82,109.3,109.3,108.78,31.13M,-0.15%
25-Jun-19,109.14,108.51,109.34,108.51,43.30M,0.01%
24-Jun-19,109.3,108.51,109.29,108.51,61.22M,0.60%
21-Jun-19,109.29,108.98,109.27,108.08,36.51M,-0.31%
20-Jun-19,108.64,107.81,109.08,107.78,44.82M,1.05%
19-Jun-19,108.98,107.7,107.91,107.37,30.95M,0.14%
18-Jun-19,107.85,107.45,107.78,107.28,24.98M,0.23%
17-Jun-19,107.7,107.2,107.88,107.2,29.16M,0.23%
14-Jun-19,107.45,107.41,107.47,106.93,24.71M,-0.20%
13-Jun-19,107.2,107.07,107.48,106.96,28.48M,0.32%
12-Jun-19,107.41,107.29,107.34,106.84,28.92M,-0.21%
11-Jun-19,107.07,106.81,107.3,106.7,23.72M,0.44%
10-Jun-19,107.29,106.5,106.87,106.3,29.05M,0.30%
6-Jun-19,106.82,106.29,106.92,106.29,36.99M,0.20%
5-Jun-19,106.5,106.1,106.33,105.88,26.93M,0.18%
4-Jun-19,106.29,106.33,106.61,105.68,25.53M,-0.46%
3-Jun-19,106.1,105.73,106.59,105.72,29.70M,0.69%
31-May-19,106.59,105.83,106.23,105.7,27.69M,0.03%
30-May-19,105.86,106.19,106.4,105.82,32.65M,-0.34%
29-May-19,105.83,106.38,106.94,106.19,126.78M,-0.18%
28-May-19,106.19,106.65,106.65,106.05,41.98M,-0.25%
27-May-19,106.38,106.76,107.07,106.43,23.53M,-0.13%
24-May-19,106.65,107.16,107.16,106.49,38.87M,-0.31%
23-May-19,106.79,106.69,107.16,106.27,29.33M,-0.45%
22-May-19,107.12,105.96,107.76,105.96,42.71M,1.55%
21-May-19,107.6,105.64,106.8,105.64,38.48M,0.67%
20-May-19,105.96,105.4,105.98,105.18,41.65M,-0.02%
17-May-19,105.25,105.5,106.12,105.05,37.04M,-0.13%
16-May-19,105.27,105.52,105.99,105.41,40.91M,-0.10%
15-May-19,105.41,105.84,105.84,105.19,67.73M,-0.67%
14-May-19,105.52,106.78,107.03,106.08,42.67M,-0.49%
13-May-19,106.23,107.23,107.65,106.7,39.93M,-0.45%
10-May-19,106.75,108.37,108.37,107.23,50.04M,-1.05%
9-May-19,107.23,108.7,108.7,107.91,34.10B,-0.28%
8-May-19,108.37,108.38,108.71,108.19,33.66B,0.30%
7-May-19,108.67,108.59,108.65,107.76,66.46B,-0.48%
6-May-19,108.34,108.37,108.86,108.37,48.74B,0.45%
3-May-19,108.86,108.38,108.81,108.36,31.72B,-0.01%
2-May-19,108.37,108.57,108.57,108.05,38.65B,-0.18%
30-Apr-19,108.38,108.62,108.73,108.31,27.38B,-0.05%
29-Apr-19,108.57,108.62,108.72,108.33,27.72B,0.00%
26-Apr-19,108.62,109.02,109.14,108.6,34.89B,-0.36%
25-Apr-19,108.62,109.19,109.2,108.74,41.64B,-0.17%
24-Apr-19,109.01,109.11,109.2,108.83,37.80B,0.08%
23-Apr-19,109.2,109.09,109.32,108.95,40.89B,0.01%
22-Apr-19,109.11,108.91,109.25,108.72,24.07B,0.17%
19-Apr-19,109.1,109.61,109.61,108.56,44.99B,-0.63%
18-Apr-19,108.91,109.25,109.69,108.96,44.10B,0.20%
17-Apr-19,109.6,108.97,109.39,108.88,43.48B,0.38%
16-Apr-19,109.38,109.35,109.42,108.95,29.15B,-0.34%
15-Apr-19,108.97,109.16,109.6,108.84,34.45B,0.16%
12-Apr-19,109.34,109.74,109.79,109.15,36.33B,-0.65%
11-Apr-19,109.16,109.41,109.87,109.11,38.61B,0.43%
10-Apr-19,109.87,109.45,109.76,108.99,41.88B,-0.05%
9-Apr-19,109.4,109.32,109.63,109.11,48.37B,0.12%
8-Apr-19,109.45,109.18,109.58,109.07,31.04B,0.37%
3-Apr-19,109.32,109.05,109.37,108.88,37.56B,-0.13%
2-Apr-19,108.92,109.96,110.16,109.06,35.24B,-0.91%
1-Apr-19,109.06,109.13,110.06,108.85,33.88B,0.85%
29-Mar-19,110.06,109.38,109.38,108.85,35.53B,-0.25%
28-Mar-19,109.13,109.33,109.69,109.25,41.73B,0.06%
27-Mar-19,109.4,108.89,109.6,108.89,30.79B,0.40%
26-Mar-19,109.33,109.52,109.52,108.66,35.36B,-0.71%
25-Mar-19,108.89,110,110.24,109.46,57.30B,-0.17%
22-Mar-19,109.67,110.11,110.27,109.83,52.52B,-0.10%
21-Mar-19,109.86,109.01,109.97,109.01,92.49B,1.00%
20-Mar-19,109.97,109.45,109.52,108.88,50.09B,-0.37%
19-Mar-19,108.88,108.97,109.28,108.44,40.17B,0.28%
18-Mar-19,109.28,107.94,108.97,107.85,54.20B,0.95%
15-Mar-19,108.97,108.2,108.53,107.88,48.54B,-0.71%
14-Mar-19,107.94,108.92,109.05,108.17,28.97B,-0.31%
13-Mar-19,108.71,108.43,109.17,108.43,37.06B,1.06%
12-Mar-19,109.05,108.02,108.45,107.91,29.75B,-0.10%
11-Mar-19,107.91,108.02,108.21,107.73,41.31B,-0.24%
8-Mar-19,108.02,109.02,109.37,107.89,53.04B,-0.81%
7-Mar-19,108.28,109.85,109.85,108.86,72.16B,-0.59%
6-Mar-19,109.16,109.43,109.81,109.19,65.74B,0.10%
5-Mar-19,109.81,109.55,110.11,109.09,51.18B,-0.11%
4-Mar-19,109.7,109.77,109.82,109.35,36.32B,0.05%
27-Feb-19,109.82,109.31,109.85,109.09,54.42B,0.41%
26-Feb-19,109.76,108.87,109.51,108.87,51.80B,0.41%
25-Feb-19,109.31,109.02,109.03,108.46,45.23B,-0.15%
22-Feb-19,108.86,108.93,109.11,108.43,45.17B,0.09%
21-Feb-19,109.02,108.09,109,108.09,55.00B,0.77%
20-Feb-19,108.92,108.27,108.52,107.99,49.56B,-0.16%
19-Feb-19,108.09,108.48,109.05,108.11,32.46B,-0.15%
18-Feb-19,108.26,108.55,109.11,108.25,42.90B,-0.12%
15-Feb-19,108.42,109.53,109.54,108.55,41.87B,-1.00%
14-Feb-19,108.55,109.59,109.81,109.18,60.13B,0.11%
13-Feb-19,109.65,108.78,109.59,108.74,72.52B,0.93%
12-Feb-19,109.53,108.98,109.47,108.52,79.97B,-0.29%
11-Feb-19,108.52,108.48,108.91,108.37,60.06B,0.45%
30-Jan-19,108.84,108.02,108.35,107.46,39.73B,-0.06%
29-Jan-19,108.35,108.33,108.49,108.07,44.83B,0.18%
28-Jan-19,108.41,108.1,108.65,107.85,78.32B,0.24%
25-Jan-19,108.22,107.05,107.98,107.05,65.18B,0.62%
24-Jan-19,107.96,107.23,107.33,106.99,35.71B,0.06%
23-Jan-19,107.29,107.3,107.38,106.9,29.63B,-0.14%
22-Jan-19,107.23,107.35,107.55,106.98,44.42B,0.04%
21-Jan-19,107.38,107.19,107.37,106.92,31.26B,0.21%
18-Jan-19,107.34,107.03,107.34,106.62,31.54B,0.03%
17-Jan-19,107.11,107.51,107.56,106.73,33.48B,-0.43%
16-Jan-19,107.08,107.18,107.54,106.78,49.00B,0.40%
15-Jan-19,107.54,107.12,107.27,106.57,34.96B,-0.01%
14-Jan-19,107.11,107.04,107.31,106.73,45.85B,0.13%
11-Jan-19,107.12,106.94,107.29,106.52,57.45B,-0.34%
10-Jan-19,106.98,105.77,107.34,105.64,73.38B,1.61%
9-Jan-19,107.34,105.5,105.75,105.3,61.09B,0.39%
8-Jan-19,105.64,104.12,105.23,104.12,61.63B,1.24%
7-Jan-19,105.23,104.1,104.12,103.36,59.34B,-0.19%
4-Jan-19,103.94,103.84,104.28,103.44,37.97B,0.29%
3-Jan-19,104.14,104.55,104.61,103.55,28.31B,-0.84%
2-Jan-19,103.84,103.69,104.72,103.46,35.23B,0.99%
28-Dec-18,104.72,103.14,104.07,103.14,32.01B,0.56%
27-Dec-18,103.69,103.24,103.67,102.83,26.84B,-0.11%
26-Dec-18,103.11,104.47,104.47,102.82,56.71B,-1.24%
25-Dec-18,103.22,104.69,104.96,104.1,59.96B,0.03%
24-Dec-18,104.52,104.34,105.15,104.34,50.40B,0.18%
22-Dec-18,104.49,104.56,104.85,104.02,71.15B,-0.24%
21-Dec-18,104.3,104.01,104.84,104.01,36.66B,-0.09%
20-Dec-18,104.55,104.21,104.67,104.05,50.70B,0.40%
19-Dec-18,104.64,104.55,104.82,104.04,34.78B,-0.32%
18-Dec-18,104.22,105.13,105.13,104.4,26.24B,-0.31%
17-Dec-18,104.55,104.88,104.93,104.21,33.87B,-0.50%
14-Dec-18,104.87,106,106.04,104.97,46.52B,-0.20%
13-Dec-18,105.4,104.24,105.61,104.06,37.00B,1.30%
12-Dec-18,105.61,103.95,104.36,103.89,29.96B,0.29%
11-Dec-18,104.25,104.07,104.33,103.6,39.05B,-0.37%
10-Dec-18,103.95,104.36,105.13,104.22,34.48B,-0.01%
7-Dec-18,104.34,105.69,106.07,104.19,54.27B,-1.25%
6-Dec-18,104.35,106.03,106.19,105.03,71.69B,-0.71%
5-Dec-18,105.67,105.83,106.43,105.16,63.11B,0.55%
4-Dec-18,106.43,105.16,105.9,105.16,47.64B,1.16%
3-Dec-18,105.85,104.39,105.51,104.39,92.34B,0.08%
30-Nov-18,104.64,104.97,105.29,104.56,78.30B,0.16%
29-Nov-18,104.56,103.86,104.39,103.32,66.92B,0.52%
28-Nov-18,104.39,104.64,104.77,103.46,79.23B,-1.05%
27-Nov-18,103.85,104.69,106.09,103.73,110.55B,0.48%
26-Nov-18,104.95,105.02,105.26,104.45,40.54B,-0.65%
23-Nov-18,104.45,105.63,105.89,104.98,31.79B,-0.35%
22-Nov-18,105.13,106.3,106.3,105.41,34.49B,-0.76%
21-Nov-18,105.5,107.19,107.19,106.31,22.93B,-0.81%
20-Nov-18,106.31,106.94,107.59,106.94,32.22B,0.22%
19-Nov-18,107.18,106.75,106.94,106.36,36.15B,0.74%
16-Nov-18,106.94,106.79,106.79,105.54,56.26B,-0.05%
15-Nov-18,106.15,105.97,106.77,105.89,95.30B,0.06%
14-Nov-18,106.2,105.59,106.14,104.65,52.28B,0.20%
13-Nov-18,106.14,106.39,106.76,105.57,45.64B,-0.42%
12-Nov-18,105.93,107.34,107.52,106.1,37.71B,-1.13%
9-Nov-18,106.38,106.91,107.73,106.91,38.45B,0.65%
8-Nov-18,107.6,106.41,107.06,106.06,40.33B,0.62%
7-Nov-18,106.91,106.47,106.47,105.58,45.12B,-0.16%
6-Nov-18,106.25,105.93,106.42,105.15,44.95B,0.57%
5-Nov-18,106.42,105.36,106.37,105.15,68.50B,0.53%
2-Nov-18,105.82,104.67,105.6,104.67,45.79B,-0.46%
1-Nov-18,105.26,104.54,105.75,104.31,55.98B,1.04%
31-Oct-18,105.75,103.51,104.88,103.51,55.39B,1.13%
30-Oct-18,104.66,103.41,104.15,103.02,57.10B,0.12%
29-Oct-18,103.49,103.97,104.85,102.66,70.28B,-0.27%
26-Oct-18,103.37,104,104.51,102.65,81.37B,-1.35%
25-Oct-18,103.65,107.4,107.4,104.63,103.80B,-2.18%
24-Oct-18,105.07,107.8,108.03,106.94,59.42B,-0.44%
23-Oct-18,107.41,107.91,108.42,107.25,72.91B,-0.05%
22-Oct-18,107.88,107.09,108.45,106.65,105.77B,0.33%
19-Oct-18,107.93,106.86,107.76,106.53,88.16B,0.82%
18-Oct-18,107.58,108.05,108.57,106.63,57.60B,-1.18%
17-Oct-18,106.7,106.97,108.16,106.85,60.07B,1.06%
16-Oct-18,107.97,107.28,108.04,106.84,64.42B,-1.15%
15-Oct-18,106.84,106.45,108.18,106.18,85.87B,1.45%
12-Oct-18,108.08,110.76,110.88,105.53,163.28B,-5.46%
11-Oct-18,106.53,112.16,113.15,111.46,92.00B,0.58%
9-Oct-18,112.68,111.95,112.83,111.79,63.28B,-0.02%
8-Oct-18,112.03,113.1,113.1,110.58,97.76B,-1.43%
5-Oct-18,112.05,112.79,113.71,112.5,90.07B,0.33%
4-Oct-18,113.67,113.99,114.67,113.21,136.26B,-0.55%
3-Oct-18,113.3,115.1,115.12,113.64,62.74B,-0.93%
2-Oct-18,113.93,114.86,115.2,114.37,103.78B,-0.01%
1-Oct-18,115,115.45,115.69,114.69,146.61B,-0.52%
28-Sep-18,115.01,114.56,115.62,114.14,125.44B,0.50%
27-Sep-18,115.61,115.13,115.66,114.43,165.88B,0.21%
26-Sep-18,115.03,113.73,115.5,113.59,202.24B,0.83%
25-Sep-18,114.79,112.61,113.85,112.61,128.30B,1.24%
21-Sep-18,113.85,112.43,113.03,111.6,121.05B,0.20%
20-Sep-18,112.45,110.89,112.29,110.62,123.41B,1.31%
19-Sep-18,112.23,109.1,111.06,109.1,91.34B,1.53%
18-Sep-18,110.78,108.56,109.44,108.43,63.54B,0.52%
17-Sep-18,109.11,108.77,109.06,108.43,68.14B,-0.19%
14-Sep-18,108.55,108.24,109.13,108.24,89.80B,0.58%
13-Sep-18,108.76,108.25,108.45,107.52,98.95B,-0.09%
12-Sep-18,108.13,107.89,108.38,107.26,65.87B,0.30%
11-Sep-18,108.23,108.56,108.79,107.42,82.62B,-0.57%
10-Sep-18,107.91,108.35,109.24,108.13,84.33B,-0.15%
7-Sep-18,108.53,108.42,109.47,108.34,62.02B,0.15%
6-Sep-18,108.69,109.09,109.09,108.3,49.81B,-0.50%
5-Sep-18,108.53,108.7,109.24,108.65,31.99B,0.37%
4-Sep-18,109.08,110.42,110.42,108.35,61.97B,-1.58%
3-Sep-18,108.68,110.83,110.83,109.99,53.89B,-0.36%
31-Aug-18,110.43,111.22,111.47,110.65,44.51B,-0.31%
30-Aug-18,110.83,111.17,111.39,110.83,57.84B,-0.28%
29-Aug-18,111.17,110.92,111.53,110.83,62.56B,0.62%
28-Aug-18,111.48,110.7,110.94,110.08,44.77B,0.14%
27-Aug-18,110.79,111.52,111.67,110.63,74.83B,-0.94%
24-Aug-18,110.63,110.54,111.71,110.54,82.85B,1.00%
23-Aug-18,111.68,109.61,111.23,109.61,87.73B,0.90%
22-Aug-18,110.57,109.4,109.72,109.09,56.68B,0.23%
21-Aug-18,109.58,109.03,109.46,108.65,69.01B,0.66%
20-Aug-18,109.33,109.56,109.72,108.61,60.05B,-0.74%
17-Aug-18,108.61,109.13,109.8,108.62,79.88B,0.05%
16-Aug-18,109.42,110.21,110.48,109.37,130.48B,-0.79%
15-Aug-18,109.37,107.86,110.24,107.86,151.06B,2.51%
14-Aug-18,110.24,108.52,108.61,107.22,96.98B,-0.89%
13-Aug-18,107.54,108.75,109.01,108.34,69.04B,-0.56%
10-Aug-18,108.51,109.08,109.28,108.92,37.23B,-0.03%
9-Aug-18,109.12,108.92,109.63,108.89,60.63B,0.22%
8-Aug-18,109.15,108.53,108.94,108.22,39.57B,0.06%
7-Aug-18,108.91,107.87,108.88,107.65,63.77B,0.91%
6-Aug-18,108.84,107.23,108.13,107.23,58.46B,0.60%
3-Aug-18,107.86,108.11,108.18,107.01,42.81B,-1.07%
2-Aug-18,107.22,108.36,108.41,107.84,37.93B,0.02%
1-Aug-18,108.38,107.87,108.36,107.77,46.18B,0.58%
31-Jul-18,108.36,107.29,107.81,107.22,57.17B,0.43%
30-Jul-18,107.74,107.21,107.8,107.07,55.40B,-0.03%
27-Jul-18,107.28,105.39,107.43,105.23,110.21B,-0.06%
26-Jul-18,107.31,106.96,107.73,106.96,71.17B,0.37%
25-Jul-18,107.37,105.22,107.15,105.22,79.02B,1.62%
24-Jul-18,106.97,105.41,105.43,104.96,37.38B,-0.14%
23-Jul-18,105.26,105.75,105.92,104.97,45.60B,-0.37%
20-Jul-18,105.41,105.75,106.21,105.6,35.69B,-0.08%
19-Jul-18,105.8,105.37,105.92,105.09,51.29B,0.30%
18-Jul-18,105.89,104.98,105.72,104.98,76.99B,0.56%
17-Jul-18,105.57,104.64,105.18,104.64,46.51B,0.21%
16-Jul-18,104.98,104.44,104.76,104.25,38.36B,0.18%
13-Jul-18,104.76,104.21,104.68,103.89,34.75B,0.35%
12-Jul-18,104.57,104.15,104.29,103.65,43.24B,0.06%
11-Jul-18,104.21,103.95,104.27,103.7,32.02B,0.19%
10-Jul-18,104.15,103.27,104.02,103.1,31.67B,0.67%
9-Jul-18,103.95,103.08,103.38,102.45,37.66B,-0.15%
6-Jul-18,103.26,103.96,104.23,103.09,30.91B,-0.66%
5-Jul-18,103.42,103.06,104.21,103.06,41.34B,1.02%
4-Jul-18,104.11,103.72,104.32,103.06,44.91B,-0.68%
3-Jul-18,103.06,104.38,104.81,103.71,38.41B,-1.24%
2-Jul-18,103.77,103.89,105.07,103.87,49.91B,0.91%
29-Jun-18,105.07,104.23,104.9,103.91,52.34B,-0.12%
28-Jun-18,104.12,104.58,104.98,104.25,85.80B,-0.32%
27-Jun-18,104.25,104.53,104.79,104.08,57.51B,-0.06%
26-Jun-18,104.58,105.73,105.73,104.64,74.46B,-1.02%
25-Jun-18,104.64,105.96,106.02,105.46,48.81B,-0.28%
22-Jun-18,105.72,106.74,107.03,105.93,68.16B,-0.61%
21-Jun-18,106.02,106.41,107.05,105.77,121.13B,0.88%
20-Jun-18,106.67,105.59,106.54,105.54,99.39B,-0.47%
19-Jun-18,105.74,106.05,106.47,105.85,96.04B,0.22%
15-Jun-18,106.24,107.25,107.35,105.95,104.28B,-0.94%
14-Jun-18,106.01,106.47,107.2,106.34,78.65B,0.32%
13-Jun-18,107.02,106.53,106.88,106.14,54.21B,0.17%
12-Jun-18,106.68,107.56,107.71,106.24,66.99B,-0.87%
11-Jun-18,106.5,106.93,107.44,106.75,69.73B,0.05%
8-Jun-18,107.44,107.52,107.67,106.9,63.01B,0.32%
7-Jun-18,107.39,106.82,107.25,106.7,70.01B,0.18%
6-Jun-18,107.05,106.75,107.28,106.39,80.87B,0.11%
5-Jun-18,106.86,105.18,106.83,105.18,147.70B,1.69%
4-Jun-18,106.74,103.61,104.98,103.45,122.09B,1.30%
1-Jun-18,104.97,102.52,103.62,102.52,77.64B,1.21%
31-May-18,103.62,103.2,103.2,102.31,49.92B,-0.79%
30-May-18,102.38,102.94,103.23,102.83,43.89B,0.26%
29-May-18,103.2,102.97,103.26,102.73,39.38B,-0.04%
28-May-18,102.93,103.02,103.23,102.78,34.65B,-0.05%
25-May-18,102.97,103.23,103.51,102.99,34.59B,0.06%
24-May-18,103.02,103.44,103.87,102.96,51.81B,-0.43%
23-May-18,102.96,103.72,104.02,103.25,46.38B,-0.28%
22-May-18,103.4,103.55,104.14,103.55,37.92B,0.14%
21-May-18,103.69,103.45,103.88,103.38,36.36B,0.10%
18-May-18,103.55,103.96,104.18,103.45,38.49B,-0.43%
17-May-18,103.45,103.75,104.22,103.48,41.94B,0.14%
16-May-18,103.9,104.12,104.39,103.75,75.82B,-0.28%
15-May-18,103.75,104.57,104.7,104.04,73.21B,-0.44%
